gene	zcount_L-brain-1_S70	zcount_L-brain-2_S71	zcount_L-brain-3_S72	zcount_L-ovary-1_S64	zcount_L-ovary-2_S65	zcount_L-ovary-3_S66	zcount_N-brain-1_S67	zcount_N-brain-2_S68	zcount_N-brain-3_S69	zcount_N-ovary-1_S61	zcount_N-ovary-2_S62	zcount_N-ovary-3_S63
LOC100004299	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004321	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004373	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004392	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004392_1	0.196766741661481	0	3.00120495413249	0	0	0.169547375500106	0.422786610712775	1.61361121628493	0.760197875142828	0	0	0
LOC100004411	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004427	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004499	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004499_1	0.765621000252301	1.28840113487779	1.62190458465834	0.552640447502196	0.415520055999812	0	1.09671077220316	3.13928721642354	2.95793614633231	0.421016578427984	1.01697931385435	0.518076393424884
LOC100004523	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004523_1	0.132852438341652	30.6286149695132	42.7221170468402	0.143843293782487	0.288408246906725	0.171711810080958	69.3657896282628	66.4578940085803	11.5485379330208	0.0730558318123263	0.264703126372018	0.0674234171584867
LOC100004528	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004545	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004582	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004591	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004744	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004848	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004867	0	0.402077565051147	0.303693358453883	0.129348880250833	0.389020052428395	0.205878955964414	0.256691870789899	0.653128349448661	0.230774354954073	0.788332062668724	0.119015117405786	0
LOC100004921	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004921_1	0.173446238946046	11.6751411481518	8.37743753246119	0	0.188266494508556	0.14945287173713	19.0066069660432	20.8614032801676	1.34020069839995	0.381513788353259	0.345584637207913	0
LOC100004932	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004932_1	0.175460788742721	0.59053730048726	0	0	0.285679768737225	0	0.565510753182693	0	2.03365036662413	0	0.349598546444873	0
LOC100004944	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004951	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004978	0	0	0	0	0	0	0	0	0	0	0	0
LOC100004978_1	0.15881918782082	10.1560265809437	5.92143686029005	1.20370787047802	1.09180094599694	0.775478952377829	8.30374697549599	5.06495645174973	2.35209313165942	0.815126678710897	1.26576331059647	0.483610198813699
LOC100005008	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005013	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005013_1	0	1.82847338167111	0.690532462377739	0	0.294848918313864	0.234061922094113	0	0.742535710510079	0.524730551867729	0	0	0
LOC100005038	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005071	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005071_1	1.52170542698399	36.4907437591504	120.885252349637	0	1.03233049385277	0.655601549456136	224.379139435226	151.827139299942	79.7343205922553	5.0207338516026	1.70546439564425	0.386137360655833
LOC100005096	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005129	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005157	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005157_1	0	0	0	0	0.266974545784193	0	0	0	0	0	0	0
LOC100005157_2	0	0	0.625251032110936	0	0.266974545784193	0	0	0	0	0	0	0
LOC100005157_3	0	0	0	0	0.266974545784193	0	0	0	0.475123671964268	0	0	0
LOC100005175	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005187	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005207	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005207_1	0	0	1.84141989967397	0	0	0	0	0.495023807006719	0.34982036791182	0	0	0
LOC100005207_2	0	0	0	0	0	0	0	0	1.06678711252354	0	0	0
LOC100005207_3	0	0.609491127223704	1.38106492475548	0	0	0	0	0.495023807006719	0.69964073582364	0	0	0
LOC100005220	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005266	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005318	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005318_1	40.66564674417	0.624957991673472	8.4966706473061	59.3096927526023	7.05439481802482	9.12006223645692	0	8.12137392494449	0	33.9005709635073	62.8958558598066	4.33493540533252
LOC100005323	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005337	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005337_1	0.835595481044591	8.12445389175515	5.19240984002039	0.301574708911538	1.51165603243389	1.04000709713982	7.58065445536546	5.32965163824482	7.3533018097182	0.816881228036321	0.462469528380931	2.16746770266626
LOC100005356	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005420	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005423	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005423_1	21.5905835161183	33.7640297407744	36.2206894081477	32.8219269812514	38.5066645707038	37.8968124778954	34.0513202580279	40.7368784241651	25.9791310482294	38.7761802117815	31.5033496119756	41.1730799068256
LOC100005446	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005483	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005512	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005516	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005536	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005584	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005637	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005640	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005685	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005689	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005864	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005907	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005908	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005923	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005924	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005927	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005948	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005965	0	0	0	0	0	0	0	0	0	0	0	0
LOC100005990	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006104	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006122	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006177	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006250	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006401	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006428	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006469	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006542	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006557	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006562	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006649	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006699	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006752	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006761	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006761_1	2.66650445639472	0.560905357651423	0.847315277679161	2.70665984297117	2.1707595808104	3.44645768276371	0.358089727222919	0.455562834490881	1.6096716573309	4.94881764607697	3.65262054273132	1.52242555825836
LOC100006764	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006777	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006797	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006805	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006815	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006839	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006851	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006868	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006870	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006875	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006889	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006895	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006926	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006950	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006952	0	0	0	0	0	0	0	0	0	0	0	0
LOC100006975	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007007	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007049	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007069	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007086	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007086_1	3.68137264015282	85.2904278391494	0.870550614361406	0.556176538116927	0.650500319234318	0.590161248541501	5.33468589970671	17.5520781296075	158.269862184444	0.659105173663309	0.852905411756276	0.434492770536866
LOC100007100	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007121	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007121_1	0	0	0	0	0	0	0	0	0	0	0	0.0918699441374818
LOC100007192	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007192_1	8.84837992844935	183.937973223606	80.7118655973909	0.11271064254222	0.112993376224015	0.358793201265784	126.002690101432	54.350576963456	46.9209269408695	0.228976117787596	0.138274825201744	0.0704408848499307
LOC100007210	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007225	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007258	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007467	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007471	12.7719503223906	8.1877613246779	22.1604123380894	13.3895689374801	31.0272963027738	23.0584430680144	19.1663263523125	21.6126108363011	3.91617087194791	19.8436717188935	21.6102601059234	19.9599583652948
LOC100007488	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007492	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007503	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007517	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007535	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007535_1	0.150822816474823	1.01522966505668	1.15022025617316	0	0.0818549976124158	0	0.648136639933272	0.824561394473028	1.16539191165213	0.0829377800767954	0	0
LOC100007608	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007655	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007686	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007703	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007727	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007738	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007754	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007781	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007785	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007791	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007813	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007824	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007883	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007935	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007948	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007966	0	0	0	0	0	0	0	0	0	0	0	0
LOC100007972	0	0	0	0	0	0	0	0	0	0	0	0
LOC100008030	0	0	0	0	0	0	0	0	0	0	0	0
LOC100008066	4.48854484173473	302.55587424264	74.4841112374114	0	0	0	157.793058208036	22.8351477235352	24.5667779778585	0	0	0
LOC100008366	0	0	0	0	0	0	0	0	0	0	0	0
LOC100141478	0	0	0	0	0	0	0	0	0	0	0	0
LOC100141478_1	51.5708338935239	7.01287677419576	19.2012575022455	56.9653044148051	76.8981721730166	77.427892115204	0	9.96765400938335	10.5658203002332	0	99.1201320401117	20.3563971103918
LOC100141478_2	2.865046327418	0.876609596774469	0.662112327663639	2.25605165999228	2.82713868283149	1.57100070958385	0	4.27185171830715	6.03761160013325	0	19.4607589083989	12.6897020947897
LOC100147849	0	0	0	0	0	0	0	0	0	0	0	0
LOC100147871	0	0	0	0	0	0	0	0	0	0	0	0
LOC100147899	0.403788427513787	15.1000580092019	12.7738582195433	0.87438752543579	1.26617243863773	1.43038339591294	11.4717018476789	5.51886572345008	12.0467839171657	0.542774454593399	0.89392462201702	1.18401153143807
LOC100147904	0	0	0	0	0	0	0	0	0	0	0	0
LOC100147925	0	0	0	0	0	0	0	0	0	0	0	0
LOC100147926	0	0	0	0	0	0	0	0	0	0	0	0
LOC100147937	0	0	0	0	0	0	0	0	0	0	0	0
LOC100147938	0.371375769353151	1.24991598334694	0	1.20629883564615	0.906993619460333	1.36000928087515	0.398981813440287	2.53792935154515	3.04893001866364	0.816881228036321	0.554963434057116	1.22509044063745
LOC100148023	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148041	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148041_1	0.64644723251435	144.839899355202	146.374090172413	0.0999896688194172	0.300721476142636	0.358085661921935	210.632106035582	111.200543156574	18.5529656926989	0	0.184002863431545	0.0937359674555967
LOC100148050	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148066	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148115	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148115_1	1.43212490872882	0	0.364060539797927	1.70566474508132	4.66348197406516	7.77429158485805	0	0	0	0.157505692439419	5.27888459588235	1.74434895767828
LOC100148115_2	1.86176238134747	0	0.728121079595854	1.0854230195972	0.932696394813031	20.4846413188323	0	0.3914775427888	0	14.648029396866	13.4112203246741	2.03507378395799
LOC100148190	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148225	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148237	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148249	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148254	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148329	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148332	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148399	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148399_1	2.18493706914925	4.90246984448055	11.1086590837252	0	0.395271800290126	0.627562602939738	10.9543156057151	9.9543667567603	14.068980893001	1.20150143299432	1.81391625284091	2.95698345858371
LOC100148433	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148466	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148479	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148510	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148510_1	1.66459068182816	22.2997799808406	9.54174560851759	4.2760496850136	7.90042210368008	2.78427325169605	12.8338779223475	12.490829320373	7.88119835011818	5.16910234568396	4.81236482535134	0.132516055469008
LOC100148581	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148590	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148590_1	0	0	0	0	0.943078914977926	0	0	2.37501217981331	0	0	0	0
LOC100148591	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148620	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148648	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148655	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148665	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148704	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148735	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148750	0	1.88084016109845	0	0	0	0	0.600377167957282	0	157.069762639147	0	0	0.28361282277287
LOC100148751	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148752	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148920	0.15111482580004	178.263469273209	0.768298138198917	0	7.05315908759064	0	0.649391502740499	0.206539458683345	11.0926582490993	0	0	0
LOC100148925	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148950	0	0	0	0	0	0	0	0	0	0	0	0
LOC100148951	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149007	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149015	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149041	0.141996617693852	0	0	0	0	0	0	0.388153900824553	0	0	0	0.144128287133818
LOC100149074	2.67297286046988	101.657693045123	117.552904091944	53.2515755407082	56.2865238719075	59.4228712626056	127.50201691564	105.94696170851	8.77785560167775	55.2672371484344	55.9208017399791	53.4480667354819
LOC100149080	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149084	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149117	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149161	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149190	0	0	0	0	0	0	0.636855780693926	0	0	0	0	0.200563329522081
LOC100149223	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149227	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149229	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149233	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149234	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149241	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149247	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149285	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149327	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149352	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149406	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149425	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149475	0	1.16924633160274	5.88762594035224	0	0	0	7.96227207514465	0	0.223698187789309	0	0	0
LOC100149482	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149554	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149563	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149563_1	35.0115549748047	16.3472157822005	30.8680544115615	44.4817048178059	56.2358690597728	19.1821533733482	28.2649475701237	25.4477320597629	37.1393127851758	56.9797602657244	62.5009380602903	28.963806320827
LOC100149591	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149641	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149643	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149647	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149647_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149647_2	0.538281431211867	0	0	0	0	0	0	0	0	0	0	0
LOC100149648	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149669	1.11767266146617	0.470210040274611	0.355154524206212	0.302534373856363	0.151646639371451	0	0	0	37.783104414915	0	0	0.425419234159306
LOC100149676	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149676_1	0	0	0	0	0	0.107720970018754	0	0	0	0	0	0
LOC100149700	0.462751823275023	11.6809094985215	22.939051699817	0.250517594161692	0.753438046205191	0.398737898903411	142.682125648947	5.05980855699358	5.36345141158082	0.508936377743972	0	0.469698706489458
LOC100149701	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149701_1	0.284050654157495	73.9315448362546	69.4405363814528	0.0512583512518465	0.308321594322545	0.0407928380196373	126.948817489235	93.8228249662907	16.5526708781858	0	0.0471632895502105	0.144157427507278
LOC100149701_2	0.236708878464579	68.1954767024073	64.6266343792724	0.0512583512518465	0.205547729548363	0.0407928380196373	113.012929671907	86.9640529342722	15.6381586749711	0	0.0471632895502105	0.144157427507278
LOC100149761	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149773	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149796	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149863	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149889	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149931	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149932	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149959	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149966	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149991	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150003	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150003_1	0.135191929894435	2.50253819356314	1.03101440398893	0.219564496499682	0.440230544318507	0.232980804671046	0.580965435044113	3.14120043354928	6.398258963565	0.371711615384598	0.471387820671879	0
LOC100150005	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150033	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150038	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150095	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150106	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150116	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150117	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150117_1	0	0.681526688527168	0.857940303501889	0.146165353295839	0.293064015666245	0.0581612501715554	0.870192101611188	0.369020341573761	0.651942542101445	0.0742351706942779	0	0.137023664158931
LOC100150142	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150177	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150188	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150229	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150236	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150253	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150253_1	0.231834081759566	0	0.589345527296644	0	0	0.19976373945062	0	1.26745699496968	0.447839342287112	0	0	0
LOC100150253_2	0.231834081759566	0	0.589345527296644	0	0	0	0	1.26745699496968	0.447839342287112	0	0	0
LOC100150280	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150296	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150353	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150424	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150565	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150591	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150619	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150651	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150661	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150670	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150676	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150699	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150699_1	0	0.869117207058449	0.492339935955013	0.13979807294824	0.210223132825932	0.278138098766371	3.60656678672546	3.70592264451432	0.374125505136462	2.05903843590158	1.86512800478216	0.262109231302636
LOC100150707	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150791	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150811	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150834	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150882	0	0	0	0	0	0	0	0	0	0	0	0
LOC100150906	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151028	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151049	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151059	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151078	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151089	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151089_1	0	1.3825825043864	0	0.444778605774794	1.48631443033071	0.471956437064621	0	0	0.529026591473664	0.301195096068363	0.136414988371545	0.555947474815592
LOC100151145	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151165	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151192	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151196	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151285	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151285_1	0.244609477751018	0.205816669496017	0.155455466850251	0.331057463164838	0.199132750786016	0.0526929686197769	0.394188613278821	0.167162648853405	1.89007149944103	0.336278149828219	0.0609218151254482	0.186211187372943
LOC100151294	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151328	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151333	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151335	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151335_1	0.631138605329278	0.606909532152675	1.83362027745741	0.195243592831446	0.978666798562	1.39842309711678	2.32475656564437	2.21817175284451	4.354233112341	0.991612657444936	1.4371636818812	0.274548570061994
LOC100151419	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151468	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151486	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151490	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151503	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151570	0	0	0	0	0	0	0	0	0	0	0	0
LOC100151603	0	0	0	0	0	0	0	0	0	0	0	0
LOC100216314	0	0	0	0	0	0	0	0	0	0	0	0
LOC100301575	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329231	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329245	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329258	0.106967758143975	2.88011704888167	6.25422412019235	0	0.232215411225721	0.0921705695957633	3.90725131782524	3.5088119641463	2.06632131434437	0.117643584805139	0.1065644724145	0.108573570344297
LOC100329290	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329294	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329307	2.61214215280189	64.8814319829522	70.3874745118014	2.5454197318437	2.60851167090168	1.62057330799298	69.3720948796049	64.406440849915	16.550671275421	2.93030168765304	3.59116565773283	2.492274573345
LOC100329344	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329351	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329358	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329375	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329378	0	7.57179119427603	2.28762099373409	0.779473651934305	0.97678619364547	1.08557235812135	4.06050630350202	3.19786901305763	1.39067712747112	0.395882870312759	0.627550888088927	0.639382328357286
LOC100329398	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329433	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329477	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329480	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329486	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329490	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329495	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329520	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329560	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329579	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329589	7.43877732375099	29.3037613113811	39.3244526390753	70.1995518623402	47.7123029404356	33.0684711507896	49.5850852787939	41.3616516463119	5.06203964151966	76.4198286887386	78.9074524975	61.0041966927387
LOC100329607	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329627	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329650	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329651	0.0735634378187754	0.247587818881636	0.748022598265298	1.19473989298602	1.51713339118582	0.76064609555184	0.948380898677101	1.40762189042344	0	1.86082361425836	2.93144367094366	2.01603007479075
LOC100329676	0.857701181601326	14.4335536172207	14.3903929851994	0	2.97916211090463	0.739052662436358	24.6950743385564	8.44042790056731	2.6509464363955	1.88660664570293	1.19625451341201	0.870577089683756
LOC100329687	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329723	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329748	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329748_1	0.118398325928112	24.3076320634663	0.200653626350787	0.042731131854312	0	0	2.88318662892953	2.04976400922536	281.469253369502	0	0.117951945111415	0
